Keys,Values
Tên TCPH:,"
Công ty Cổ phần Gỗ MDF VRG - Quảng Trị
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Gỗ MDF VRG - Quảng Trị
Mã chứng khoán:,MDF
Mã ISIN:,VN000000MDF2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 97/2010/GCNCP-VSD do VSD cấp lần đầu 15/04/2010, Số 97/2010/GCNCP-VSD-3  cấp thay đổi lần 3 ngày 08/07/2015"
Tổng số chứng khoán đăng ký:,55.113.595 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,551.135.950.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
