Keys,Values
Tên TCPH:,"
Tổng Công ty CP khoan và dịch vụ khoan dầu khí
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty CP khoan và dịch vụ khoan dầu khí
Mã chứng khoán:,PVD
Mã ISIN:,VN000000PVD2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 50/2006/GCNCP-VSD do VSD cấp lần đầu ngày 28/11/2006, Số 50/2006/GCNCP-VSD-13 cấp sửa đổi lần thứ 13 ngày 28/8/2019"
Tổng số chứng khoán đăng ký:,505.766.810 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,5.057.668.100.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
