Keys,Values
Tên TCPH:,"
Công ty Cổ phần Thức ăn chăn nuôi Việt Thắng
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Thức ăn chăn nuôi Việt Thắng
Mã chứng khoán:,VTF
Mã ISIN:,VN000000VTF9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,"số 153/2010/GCNCP-VSD do TTLKCK Việt Nam cấp lần đầu ngày 06/07/2010, số 153/2010/GCNCP-VSD-5 cấp thay đổi lần 5 ngày 06/10/2016"
Tổng số chứng khoán đăng ký:,104.531.935 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.045.319.350.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
