Keys,Values
Tên TCPH:,"
Tổng Công ty cổ phần Sông Hồng
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty cổ phần Sông Hồng
Mã chứng khoán:,SHG
Mã ISIN:,VN000000SHG8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 14/2015/GCNCP-VSD do VSD cấp lần đầu ngày 10/03/2015, Số 14/2015/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 16/8/2019"
Tổng số chứng khoán đăng ký:,27.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,270.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
