Keys,Values
Tên TCPH:,"
Tập Đoàn Bảo Việt
"
Tên chứng khoán:,Cổ phiếu Tập Đoàn Bảo Việt
Mã chứng khoán:,BVH
Mã ISIN:,VN000000BVH3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 27/2009/GCNCP-CNTTLK do VSD cấp lần đầu ngày 16/06/2009, Số 27/2009/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 24/12/2019"
Tổng số chứng khoán đăng ký:,742.322.764 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,7.423.227.640.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
