Keys,Values
Tên TCPH:,"
Công ty cổ phần Roxy Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Roxy Việt Nam
Mã chứng khoán:,RVN
Mã ISIN:,VN000000RVN7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,số 212/2016/GCNCP-VSD do VSD cấp lần đầu ngày 26/12/2016
Tổng số chứng khoán đăng ký:,14.498.707 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,144.987.070.000 đồng
Hình thức đăng ký:, Ghi sổ 
Nơi quản lý tại VSD:,Trụ sở chính
