Keys,Values
Tên TCPH:,"
Công ty cổ phần In và Bao bì Mỹ Châu
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần In và Bao bì Mỹ Châu
Mã chứng khoán:,MCP
Mã ISIN:,VN000000MCP3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 88/2006/GCNCP-VSD  do VSD cấp lần đầu ngày 22/12/2006, Số 88/2006/GCNCP-VSD-7 cấp thay đổi lần 7 ngày 12/01/2016"
Tổng số chứng khoán đăng ký:,19.596.364 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,195.963.640.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
