Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán KIS Việt Nam
"
Tên chứng quyền:,Chứng quyền.KDH.KIS.M.CA.T.02
Mã chứng quyền:,CKDH2001
Mã ISIN:,VN0CKDH20012
Mã chứng khoán cơ sở:,KDH
Tổ chức phát hành mã chứng khoán cơ sở:,Công ty CP đầu tư và kinh doanh nhà Khang Điền
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,07 tháng
Ngày đáo hạn:,14/05/2021
Tỷ lệ chuyển đổi:,4:1
Giá thực hiện:,26.222  đồng
Giá phát hành lần đầu:,1.400  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,số 197/2020/GCNCW-VSD do VSD cấp ngày 27/10/2020
Số lượng chứng quyền đăng ký lần đầu tại VSD:,3.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,4.200.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,3.000.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
