Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư và Xây dựng Xuân Mai
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư và Xây dựng Xuân Mai
Mã chứng khoán:,XMC
Mã ISIN:,VN000000XMC7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 26/2007/GCNCP-VSD do VSD cấp lần đầu ngày 12/12/2007. Số 26/2007/GCNCP-VSD-8 do VSD cấp thay đổi lần 8 ngày 16/03/2020
Tổng số chứng khoán đăng ký:,67.364.339 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,673.643.390.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
