Keys,Values
Tên TCPH:,"
Công ty cổ phần Khách sạn Bưu điện Nha Trang
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Khách sạn Bưu điện Nha Trang
Mã chứng khoán:,NPH
Mã ISIN:,VN000000NPH0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 84/2015/GCNCP-VSD do VSD cấp ngày 30/9/2015
Tổng số chứng khoán đăng ký:,2.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,20.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
