Keys,Values
Tên TCPH:,"
Công ty cổ phần Xây dựng Công trình 510
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xây dựng Công trình 510
Mã chứng khoán:,NMK
Mã ISIN:,VN000000NMK1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 251/2010/GCNCP-VSD do VSD cấp lần đầu ngày 15/10/2010,  Số: 251/2010/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 6/8/2018"
Tổng số chứng khoán đăng ký:,2.700.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,27.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
