Keys,Values
Tên TCPH:,"
Công ty CP Vận tải và Thuê tàu biển Việt Nam
"
Tên chứng khoán:,Cổ phiếu CTCP Vận tải và Thuê tàu biển Việt Nam
Mã chứng khoán:,VST
Mã ISIN:,VN000000VST2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 04/2009/GCNCP-CNTTLK do TTLKCK Việt Nam cấp ngày 22/01/2009, Số:04/2009/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 08/12/2017"
Tổng số chứng khoán đăng ký:,62.999.337 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,629.993.370.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
