Keys,Values
Tên TCPH:,"
Công ty cổ phần Cấp nước Nghệ An
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cấp nước Nghệ An
Mã chứng khoán:,NAW
Mã ISIN:,VN000000NAW1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 116/2017/GCNCP-VSD do VSD cấp ngày 09/06/2017, số 116/2017/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 18/10/2017"
Tổng số chứng khoán đăng ký:,37.385.983 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,373.859.830.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
