Keys,Values
Tên TCPH:,"
Công ty cổ phần Kho vận và Dịch vụ Thương mại
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Kho vận và Dịch vụ Thương mại
Mã chứng khoán:,VXT
Mã ISIN:,VN000000VXT2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 10/2020/GCNCP-VSD do VSD cấp ngày 10/02/2020; số 10/2020/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 31/03/2021
Tổng số chứng khoán đăng ký:,3.600.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,36.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
