Keys,Values
Tên TCPH:,"
Công ty cổ phần Vimc Logistics
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Vimc Logistics
Mã chứng khoán:,VLG
Mã ISIN:,VN000000VLG4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 56/2015/GCNCP-VSD do VSD cấp ngày 13/7/2015; Số 56/2015/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 26/05/2021
Tổng số chứng khoán đăng ký:,14.212.130 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,142.121.300.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
