Keys,Values
Tên TCPH:,"
Công ty cổ phần Sông Đà Hà Nội
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Sông Đà Hà Nội
Mã chứng khoán:,ASD
Mã ISIN:,VN000000ASD0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 57/2014/GCNCP-VSD do VSD cấp ngày 20/08/2014; số 57/2014/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 22/04/2021
Tổng số chứng khoán đăng ký:,4.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,45.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
