Keys,Values
Tên TCPH:,"
Công ty cổ phần Quản Lý quỹ Đầu tư Dragon Capital Việt Nam
"
Tên chứng khoán:,Chứng chỉ Quỹ đầu tư Doanh nghiệp Hàng đầu Việt Nam
Mã chứng khoán:,VFMVF4
Mã ISIN:,VN000VFMVF45
Loại chứng khoán:,Chứng chỉ quỹ
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận đăng ký chứng chỉ quỹ:,52/2008/GCNCP-CNTTLK cấp ngày 03/06/2008
Tổng số chứng khoán đăng ký:,80.646.000 Chứng chỉ quỹ
Tổng giá trị chứng khoán đăng ký:,806.460.000.000 đồng
Hình thức đăng ký:,
Nơi quản lý tại VSD:,Chi nhánh
