Keys,Values
Tên TCPH:,"
CTCP Dịch vụ Viễn thông và In Bưu Điện
"
Tên chứng khoán:,Cổ phiếu CTCP Dịch vụ Viễn thông và In Bưu Điện
Mã chứng khoán:,PTP
Mã ISIN:,VN000000PTP0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 84/2009/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 11/11/2009
Tổng số chứng khoán đăng ký:,6.800.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,68.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
