Keys,Values
Tên TCPH:,"
Công ty cổ phần Dệt may 29/3
"
Tên chứng khoán:,Cổ phiếu CTCP Dệt may 29/3
Mã chứng khoán:,HCB
Mã ISIN:,VN000000HCB3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 156/2010/GCNCP-VSD cấp lần đầu ngày 07/7/2010, Số: 156/2010/GCNCP-VSD-2 do VSD cấp thay đổi lần thứ 2 ngày 18/10/2018"
Tổng số chứng khoán đăng ký:,5.199.274 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,51.992.740.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
