Keys,Values
Tên TCPH:,"
Công ty cổ phần FECON
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần FECON
Mã chứng khoán:,FCN
Mã ISIN:,VN000000FCN2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 15/2012/GCNCP-VSD do VSD cấp lần đầu ngày 16/07/2012, Số 15/2012/GCNCP-VSD-14 cấp thay đổi lần 14 ngày 30/12/2021"
Tổng số chứng khoán đăng ký:,157.439.005 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.574.390.050.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
