Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư và Dịch vụ Khánh Hội
"
Tên chứng khoán:,Cổ phiếu Công ty CP Đầu tư và Dịch vụ Khánh Hội
Mã chứng khoán:,KHA
Mã ISIN:,VN000000KHA8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 34/GCN/TTGD-LK cấp lần đầu ngày 08/08/2002, số 34/2002/GCNCP-VSD-7 do VSD cấp thay đổi lần 7 ngày 25/8/2015"
Tổng số chứng khoán đăng ký:,14.120.309 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,141.203.090.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
