Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước Hà Nội
"
Tên chứng khoán:,Trái phiếu xây dựng Thủ Đô năm 2015
Mã chứng khoán:,HNKD15297
Mã ISIN:,VNHNKD152976
Loại chứng khoán:,Trái phiếu Chính quyền địa phương
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,Số 56/2015/GCNTP-VSD do VSD cấp ngày 31/8/2015
Tổng số chứng khoán đăng ký:,20.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,2.000.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,7.2%/năm
Cách thức trả lãi:,Tiền gốc trái phiếu được thanh toán 1 lần khi đến hạn; tiền lãi trái phiếu được thanh toán định kỳ hàng năm vào ngày 31/08 kể từ năm 2016 đến năm đáo hạn.							
Kỳ hạn:,5 năm
Ngày phát hành:,31/08/2015
Ngày đáo hạn:,31/08/2020
Nơi quản lý tại VSD:,Trụ sở chính
