Keys,Values
Tên TCPH:,"
Công ty cổ phần Dịch vụ xuất khẩu lao động và chuyên gia
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dịch vụ xuất khẩu lao động  và chuyên gia
Mã chứng khoán:,SLC
Mã ISIN:,VN000000SLC9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 111/2015/GCNCP-VSD do VSD ngày 17/11/2015
Tổng số chứng khoán đăng ký:,9.200.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,92.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
