Keys,Values
Tên TCPH:,"
Công ty cổ phần Phát triển Đô thị Kiên Giang
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Phát triển Đô thị Kiên Giang
Mã chứng khoán:,KGU
Mã ISIN:,VN000000KGU8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 178/2016/GCNCP-VSD do VSD cấp lần đầu ngày 07/12/2016
Tổng số chứng khoán đăng ký:,1.489.573 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,14.895.730.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
