Keys,Values
Tên TCPH:,"
Công ty Cổ phần Quốc Tế Holding
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Quốc Tế Holding
Mã chứng khoán:,LMH
Mã ISIN:,VN000000LMH1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 28/2018/GCNCP-VSD ngày 04/05/2018,  số 28/2018/GCNCP-VSD-2 cấp lần 2 ngày 12/05/2022"
Tổng số chứng khoán đăng ký:,25.629.995 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,256.299.950.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
