Keys,Values
Tên TCPH:,"
CTCP Xây lắp Đường ống Bể chứa Dầu khí
"
Tên chứng khoán:,Cổ phiếu CTCP Xây lắp Đường ống Bể chứa Dầu khí
Mã chứng khoán:,PXT
Mã ISIN:,VN000000PXT4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 73/2010/GCNCP-CNVSD do TTLKCK Việt Nam cấp ngày 20/05/2010
Tổng số chứng khoán đăng ký:,20.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,200.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
