Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn Tiến Bộ
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn Tiến Bộ
Mã chứng khoán:,TTB
Mã ISIN:,VN000000TTB2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 90/2014/GCNCP-VSD do VSD cấp lần đầu ngày 23/12/2014, Số: 90/2014/GCNCP-VSD-9 cấp thay đổi lần thứ 9 ngày 08/04/2022"
Tổng số chứng khoán đăng ký:,101.509.583 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.015.095.830.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
