Keys,Values
Tên TCPH:,"
Công ty cổ phần Thực phẩm Nông sản Xuất khẩu Sài Gòn
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thực phẩm Nông sản Xuất khẩu Sài Gòn
Mã chứng khoán:,AGX
Mã ISIN:,VN000000AGX3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 52/2015/GCNCP-VSD do VSD cấp lần đầu ngày 03/07/2015, Số 52/2015/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 12/11/2015"
Tổng số chứng khoán đăng ký:,10.800.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,108.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
