Keys,Values
Tên TCPH:,"
Tổng Công ty Cảng hàng không Việt Nam - CTCP
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty Cảng hàng không Việt Nam - CTCP
Mã chứng khoán:,ACV
Mã ISIN:,VN000000ACV6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 120/2016/GCNCP-VSD do VSD cấp lần đầu ngày 17/10/2016
Tổng số chứng khoán đăng ký:,2.177.173.236 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,21.771.732.360.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
