Keys,Values
Tên TCPH:,"
Tập đoàn Vingroup – Công ty CP
"
Tên chứng khoán:,Cổ phiếu Tập đoàn Vingroup - Công ty CP
Mã chứng khoán:,VIC
Mã ISIN:,VN000000VIC9
Loại chứng khoán:,Cổ phiếu phổ thông và cổ phiếu ưu đãi cổ tức
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 75/2007/GCNCP-VSD do VSD cấp lần đầu ngày 06/09/2007, Số: 75/2007/GCNCP-VSD-71 cấp thay đổi lần 71 ngày 15/02/2022"
Tổng số chứng khoán đăng ký:,3.868.857.306 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,38.688.573.060.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
