Keys,Values
Tên TCPH:,"
Công ty cổ phần Kinh doanh Thủy Hải Sản Sài Gòn
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Kinh doanh Thủy Hải Sản Sài Gòn
Mã chứng khoán:,APT
Mã ISIN:,VN000000APT2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 62/2018/GCNCP-VSD do VSD cấp ngày 31/07/2018
Tổng số chứng khoán đăng ký:,8.800.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,88.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
