Keys,Values
Tên TCPH:,"
Công ty cổ phần Vật liệu Xây dựng và Chất đốt Đồng Nai
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Vật liệu Xây dựng và Chất đốt Đồng Nai
Mã chứng khoán:,BMF
Mã ISIN:,VN000000BMF6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 17/2018/GCNCP-VSD do VSD cấp ngày 23/03/2018, số 17/2018/GCNCP-VSD-01 cấp thay đổi lần 1 ngày 26/06/2019"
Tổng số chứng khoán đăng ký:,4.159.600 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,41.596.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
