Keys,Values
Tên TCPH:,"
Công ty cổ phần Cảng dịch vụ Dầu khí Đình Vũ
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cảng dịch vụ Dầu khí Đình Vũ
Mã chứng khoán:,PSP
Mã ISIN:,VN000000PSP2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 72/2009/GCNCP-VSD do VSD cấp ngày 20/10/2009, số 72/2009/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 08/09/2016"
Tổng số chứng khoán đăng ký:,40.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,400.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
