Keys,Values
Tên TCPH:,"
Công ty cổ phần Lâm nông sản thực phẩm Yên Bái
"
Tên chứng khoán:,Cổ phiếu CTCP Lâm nông sản thực phẩm Yên Bái
Mã chứng khoán:,CAP
Mã ISIN:,VN000000CAP8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 30/2007/GCNCP-TTLK do VSD cấp lần đầu ngày 20/12/2007, Số 30/2007/GCNCP-VSD-4 cấp thay đổi lần thứ 4 ngày 30/09/2019"
Tổng số chứng khoán đăng ký:,5.236.023 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,52.360.230.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
