Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn Giáo dục Trí Việt
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn Giáo dục Trí Việt
Mã chứng khoán:,CAR
Mã ISIN:,VN000000CAR4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 24/2022/GCNCP-VSD do VSD cấp lần đầu ngày 18/05/2022
Tổng số chứng khoán đăng ký:,3.200.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,32.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
