Keys,Values
Tên TCPH:,"
Công ty cổ phần Nhựa Thiếu niên Tiền Phong
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Nhựa Thiếu niên Tiền Phong
Mã chứng khoán:,NTP
Mã ISIN:,VN000000NTP5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 23/2006/GCNCP-TTLK do VSD cấp lần đầu ngày 07/12/2006, Số 23/2006/GCNCP-VSD-7 đăng ký thay đổi lần thứ 7 ngày 21/11/2019"
Tổng số chứng khoán đăng ký:,117.796.183 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.177.961.830.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
