Keys,Values
Tên TCPH:,"
Công ty cổ phần Lắp máy điện nước và Xây dựng
"
Tên chứng khoán:,Cổ phiếu CTCP Lắp máy Điện nước và Xây dựng
Mã chứng khoán:,DNG
Mã ISIN:,VN000000DNG8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,79/2011/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 30/12/2011
Tổng số chứng khoán đăng ký:,3.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,30.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
