Keys,Values
Tên TCPH:,"
Công ty cổ phần Cấp nước Sơn La
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cấp nước Sơn La
Mã chứng khoán:,NSL
Mã ISIN:,VN000000NSL6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 05/2019/GCNCP-VSD do VSD cấp lần đầu ngày 23/01/2019; số 05/2019/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 28/12/2020
Tổng số chứng khoán đăng ký:,10.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,100.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
