Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Trái phiếu Chính phủ BLPH đợt 21/2008
Mã chứng khoán:,CPB0811083
Mã ISIN:,VNTB08110835
Loại chứng khoán:,Trái phiếu Chính phủ
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,83/2008/GCNTP-TTLK cấp ngày 26/12/2008
Tổng số chứng khoán đăng ký:,1.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,100.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,8.80%/năm
Cách thức trả lãi:,
Kỳ hạn:,3 năm
Ngày phát hành:,10/12/2008
Ngày đáo hạn:,10/12/2011
Nơi quản lý tại VSD:,Trụ sở chính
