Keys,Values
Tên TCPH:,"
Công ty cổ phần Nafoods Group
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Nafoods Group
Mã chứng khoán:,NAF
Mã ISIN:,VN000000NAF6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số 78/2015/GCNCP-VSD do VSD cấp ngày 15/09/2015; số 78/2015/GCNCP-VSD-6 cấp thay đổi lần 6 ngày 30/11/2021
Tổng số chứng khoán đăng ký:,62.923.085 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,629.230.850.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
