Keys,Values
Tên TCPH:,"
Công ty cổ phần Điện Gia Lai
"
Tên chứng khoán:,Trái phiếu Công ty cổ phần Điện Gia Lai
Mã chứng khoán:,GEG121022
Mã ISIN:,VNGEG1210228
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số: 55/2021/GCNTP-VSD do VSD cấp lần đầu ngày 25/11/2021
Tổng số chứng khoán đăng ký:,7.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,700.000.000.000 đồng
Hình thức phát hành:,Trái phiếu phát hành ra công chúng
Lãi suất:,"Trái phiếu có lãi suất kết hợp giữa lãi suất cố định và lãi suất thả nổi, cụ thể như sau:

+ Đối với 04 kỳ tính lãi đầu tiên: Lãi suất 9,5%/năm; và

+ Đối với mỗi kỳ tính lãi sau 04 kỳ tính lãi đầu tiên: Lãi suất thả nổi bằng tổng của 3,28%/năm và lãi suất cơ sở trung dài hạn dành cho khách hàng doanh nghiệp thuộc khối Ngân hàng bán buôn áp dụng cho các khoản vay/trái phiếu trung dài hạn phát sinh từ 30/03/2021 với kỳ định giá 03 tháng, do Ngân hàng Thương mại cổ phần Kỹ thương Việt Nam công bố vào hoặc vào khoảng 11:00 giờ sáng (giờ Việt Nam) của ngày xác định lãi suất của kỳ tính lãi có liên quan."
Cách thức trả lãi:,Chuyển khoản
Kỳ hạn:,36 tháng
Ngày phát hành:,11/10/2021
Ngày đáo hạn:,11/10/2024
Nơi quản lý tại VSD:,Trụ sở chính
