Keys,Values
Tên TCPH:,"
Công ty cổ phần Xây dựng bảo tàng Hồ Chí Minh
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xây dựng bảo tàng Hồ Chí Minh
Mã chứng khoán:,HMS
Mã ISIN:,VN000000HMS6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 33/2014/GCNCP-VSD do VSD cấp ngày 23/05/2014
Tổng số chứng khoán đăng ký:,8.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,80.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
