Keys,Values
Tên TCPH:,"
Công ty cổ phần Cẩm Hà
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cẩm Hà
Mã chứng khoán:,CHC
Mã ISIN:,VN000000CHC1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 63/2011/GCNCP-VSD do VSD cấp lần đầu ngày 15/09/2011; Số: 63/2011/GCNCP-VSD-3 cấp thay đổi lần 03 ngày 11/05/2022
Tổng số chứng khoán đăng ký:,6.731.596 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,67.315.960.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
