Keys,Values
Tên TCPH:,"
Công ty Cổ phần Máy - Thiết bị Dầu khí Đà Nẵng
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Máy - Thiết bị Dầu khí Đà Nẵng
Mã chứng khoán:,DAS
Mã ISIN:,VN000000DAS0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 278/2010/GCNCP-VSD do VSD cấp lần đầu ngày 18/11/2010. Số 278/2010/GCNCP-VSD-2  do VSD cấp thay đổi lần 2 ngày  25/11/2015
Tổng số chứng khoán đăng ký:,4.200.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,42.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
