Keys,Values
Tên TCPH:,"
Ngân Hàng TMCP Sài Gòn Thương Tín
"
Tên chứng khoán:,Cổ Phiếu Ngân Hàng TMCP Sài Gòn Thương Tín
Mã chứng khoán:,STB
Mã ISIN:,VN000000STB4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 09/2006/GCNCP-VSD do TTLKCK Việt Nam cấp lần đầu ngày 29/06/2006, số 09/2006/GCNCP-VSD-9 cấp thay đổi lần thứ 9 ngày 12/11/2015"
Tổng số chứng khoán đăng ký:,1.885.215.716 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,18.852.157.160.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
