Keys,Values
Tên TCPH:,"
Công ty Cổ phần Logistics Vicem
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Logistics Vicem
Mã chứng khoán:,HTV
Mã ISIN:,VN000000HTV5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 430/GCN/TTGDHCM-LK do TTLKCK Việt Nam cấp ngày 26/12/2005, số 04/2008/GCNCP-VSD-3 thay đổi lần 3 ngày 13/07/2020"
Tổng số chứng khoán đăng ký:,13.104.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,131.040.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
