Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư VCN
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư VCN
Mã chứng khoán:,VCN
Mã ISIN:,VN000000VCN9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,"Số 02/2012/GCNCP-VSD-2 do TTLKCK Việt Nam cấp lần đầu ngày 20/01/2012, cấp thay đổi lần thứ 2 ngày 25/12/2012"
Tổng số chứng khoán đăng ký:,6.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,60.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
