Keys,Values
Tên TCPH:,"
Công ty cổ phần Xây lắp Cơ khí và Lương thực thực phẩm
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xây lắp Cơ khí và Lương thực thực phẩm
Mã chứng khoán:,MCF
Mã ISIN:,VN000000MCF4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,05/2011/GCNCP-VSD-1 do TTLKCKVN cấp lần đầu ngày 12/01/2011 và cấp thay đổi lần 1 ngày 11/06/2012
Tổng số chứng khoán đăng ký:,10.777.838 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,107.778.380.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
