Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh
"
Tên chứng khoán:,Trái phiếu CII072019
Mã chứng khoán:,CII11803
Mã ISIN:,VN0CII118037
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 45/2018/GCNTP-VSD do VSD cấp ngày 05/10/2018
Tổng số chứng khoán đăng ký:,5.800.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,580.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh phát hành theo phương thức cố gắng tối đa
Lãi suất:,"9,5%/năm"
Cách thức trả lãi:,: lãi được chia thành 02 đợt thanh toán + Đợt thanh toán lãi thứ nhất: vào ngày trái phiếu tròn 6 tháng từ Ngày phát hành + Đợt thanh toán lãi thứ hai: vào Ngày đáo hạn của trái phiếu
Kỳ hạn:,366 ngày
Ngày phát hành:,27/07/2018
Ngày đáo hạn:,28/07/2019
Nơi quản lý tại VSD:,Chi nhánh
