Keys,Values
Tên TCPH:,"
Công ty cổ phần Lilama 69-2
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Lilama 69-2
Mã chứng khoán:,L62
Mã ISIN:,VN000000L623
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 18/2008/GCNCP-TTLK do VSD cấp lần đầu ngày 21/03/2008, Số 18/2008/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 14/12/2017"
Tổng số chứng khoán đăng ký:,8.298.243 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,82.982.430.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
