Keys,Values
Tên TCPH:,"
CTCP Bông Bạch Tuyết
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Bông Bạch Tuyết
Mã chứng khoán:,BBT
Mã ISIN:,VN000000BBT0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 61/GCN/TTGD HCM - LK do TTGDHCM cấp ngày 09/03/2004; số 61/2004/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 24/09/2020 
Tổng số chứng khoán đăng ký:,9.800.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,98.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
