Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Trái phiếu Chính phủ
Mã chứng khoán:,CP1_0603
Mã ISIN:,VN0CP1_06038
Loại chứng khoán:,Trái phiếu Chính phủ
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,
Tổng số chứng khoán đăng ký:,1.900.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,190.000.000.000 đồng
Hình thức phát hành:,
Lãi suất:,
Cách thức trả lãi:,
Kỳ hạn:,5 năm
Ngày phát hành:,04/12/2003
Ngày đáo hạn:,04/12/2008
Nơi quản lý tại VSD:,Trụ sở chính
