Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Trái phiếu Chính phủ BLPH đợt 6/2010
Mã chứng khoán:,TB1012034
Mã ISIN:,VNTB10120343
Loại chứng khoán:,Trái phiếu Chính phủ
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,
Tổng số chứng khoán đăng ký:,57.600.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,5.760.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,11.3%/năm
Cách thức trả lãi:,
Kỳ hạn:,2 năm
Ngày phát hành:,26/04/2010
Ngày đáo hạn:,26/04/2012
Nơi quản lý tại VSD:,Trụ sở chính
