Keys,Values
Tên TCPH:,"
Công ty Cổ phần Địa ốc First Real
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Địa ốc First Real
Mã chứng khoán:,FIR
Mã ISIN:,VN000000FIR0
Loại chứng khoán:,  Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 51/2018/GCNCP-VSD do VSD cấp ngày 26/06/2018, Số: 51/2018/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 03/12/2020"
Tổng số chứng khoán đăng ký:,27.039.864 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,270.398.640.000 đồng
Hình thức đăng ký:, Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
