Keys,Values
Tên TCPH:,"
Công ty Cổ phần Cơ điện Dzĩ An
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Cơ điện Dzĩ An
Mã chứng khoán:,DZM
Mã ISIN:,VN000000DZM0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số 12/2009/GCNCP-TTLK do VSD cấp lần đầu ngày 13/05/2009; số: 12/2009/GCNCP-VSD-4 cấp thay đổi lần 04 ngày 15/03/2021
Tổng số chứng khoán đăng ký:,5.395.985 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,53.959.850.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
