Keys,Values
Tên TCPH:,"
Công ty cổ phần Xây lắp Dầu khí Miền Trung
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xây lắp Dầu khí Miền Trung
Mã chứng khoán:,PXM
Mã ISIN:,VN000000PXM9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 125/2010/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 01/06/2010
Tổng số chứng khoán đăng ký:,15.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,150.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
