Keys,Values
Tên TCPH:,"
Ngân hàng Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu Chính phủ
Mã chứng khoán:,QHD0813060
Mã ISIN:,VNBD08130609
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,60/2008/GNCTP-TTLK ngày 10/11/2008
Tổng số chứng khoán đăng ký:,1.900.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,190.000.000.000 đồng
Hình thức phát hành:,
Lãi suất:,15%/năm
Cách thức trả lãi:,
Kỳ hạn:,5 năm
Ngày phát hành:,04/11/2008
Ngày đáo hạn:,04/11/2013
Nơi quản lý tại VSD:,Trụ sở chính
