Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Trái phiếu BLPH đợt 16 kỳ hạn 03 năm
Mã chứng khoán:,CPB0912028
Mã ISIN:,VNTB09120288
Loại chứng khoán:,Trái phiếu Chính phủ
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,03/2010/GCNTP-VSD  ngày  05/01/2010
Tổng số chứng khoán đăng ký:,100.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,10.000.000.000 đồng
Hình thức phát hành:,
Lãi suất:,10.8%/năm
Cách thức trả lãi:,
Kỳ hạn:,3 năm
Ngày phát hành:,15/12/2009
Ngày đáo hạn:,15/12/2012
Nơi quản lý tại VSD:,Trụ sở chính
