Keys,Values
Tên TCPH:,"
Công ty cổ phần Dược phẩm Trung ương CPC1
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dược phẩm Trung ương CPC1
Mã chứng khoán:,DP1
Mã ISIN:,VN000000DP10
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 168/2017/GCNCP-VSD do VSD cấp ngày 28/08/2017
Tổng số chứng khoán đăng ký:,20.979.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,209.790.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
