Keys,Values
Tên TCPH:,"
Công ty cổ phần Sản xuất và Công nghệ Nhựa Pha Lê
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Sản xuất và Công nghệ Nhựa Pha Lê
Mã chứng khoán:,PLP
Mã ISIN:,VN000000PLP7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 156/2017/GCNCP-VSD do VSD cấp lần đầu ngày 09/08/2017, số 156/2017/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 15/03/2022"
Tổng số chứng khoán đăng ký:,60.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,600.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
