Keys,Values
Tên TCPH:,"
Công ty Cổ phần Tập đoàn Khải Hoàn Land
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Tập đoàn Khải Hoàn Land
Mã chứng khoán:,KHG
Mã ISIN:,VN000000KHG5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số: 10/2021/GCNCP-VSD do VSD cấp lần đầu ngày 04/03/2021; Số: 10/2021/GCNCP-VSD-4 cấp thay đổi lần 04 ngày 11/05/2022
Tổng số chứng khoán đăng ký:,443.156.205 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,4.431.562.050.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
