Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Thương mại Bất động sản An Dương Thảo Điền
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Thương mại Bất động sản An Dương Thảo Điền
Mã chứng khoán:,HAR
Mã ISIN:,VN000000HAR3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 01/2013/GCNCP-VSD do VSD cấp lần đầu ngày 02/01/2013, số 01/2013/GCNCP-VSD-6 cấp thay đổi lần thứ 6 ngày 20/03/2018"
Tổng số chứng khoán đăng ký:,101.350.100 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.013.501.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
