Keys,Values
Tên TCPH:,"
Tổng Công ty Tư vấn Xây dựng Thủy Lợi Việt Nam – CTCP
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty Tư vấn Xây dựng Thủy Lợi  Việt Nam – CTCP
Mã chứng khoán:,HEJ
Mã ISIN:,VN000000HEJ2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:, số 60/2017/GCNCP-VSD do VSD cấp lần đầu ngày 02/03/2017
Tổng số chứng khoán đăng ký:,4.400.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,44.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
