Keys,Values
Tên TCPH:,"
Công ty cổ phần VINAFREIGHT
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần VINAFREIGHT
Mã chứng khoán:,VNF
Mã ISIN:,VN000000VNF2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 222/2010/GCNCP-VSD do VSD cấp ngày 16/09/2010, Số 222/2010/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 14/12/2021"
Tổng số chứng khoán đăng ký:,26.402.201 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,264.022.010.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
